                             NODES INFORMATION FILE
ID          CX          CY          CZ          TrasX   TrasY   TrasZ   RotX    RotY    RotZ          
96	6	10	0	0	0	0	0	0	0
97	7	10	0	0	0	0	0	0	0
98	8	10	0	0	0	0	0	0	0
99	0	11	0	0	0	0	0	0	0
100	1	11	0	0	0	0	0	0	0
101	2	11	0	0	0	0	0	0	0
102	3	11	0	0	0	0	0	0	0
103	4	11	0	0	0	0	0	0	0
104	5	11	0	0	0	0	0	0	0
105	6	11	0	0	0	0	0	0	0
106	7	11	0	0	0	0	0	0	0
107	8	11	0	0	0	0	0	0	0
108	0	12	0	0	0	0	0	0	0
109	1	12	0	0	0	0	0	0	0
110	2	12	0	0	0	0	0	0	0
111	3	12	0	0	0	0	0	0	0
112	4	12	0	0	0	0	0	0	0
113	5	12	0	0	0	0	0	0	0
114	6	12	0	0	0	0	0	0	0
115	7	12	0	0	0	0	0	0	0
116	8	12	0	0	0	0	0	0	0
117	0	13	0	0	0	0	0	0	0
118	1	13	0	0	0	0	0	0	0
119	2	13	0	0	0	0	0	0	0
120	3	13	0	0	0	0	0	0	0
121	4	13	0	0	0	0	0	0	0
122	5	13	0	0	0	0	0	0	0
123	6	13	0	0	0	0	0	0	0
124	7	13	0	0	0	0	0	0	0
125	8	13	0	0	0	0	0	0	0
126	0	14	0	0	0	0	0	0	0
127	1	14	0	0	0	0	0	0	0
128	2	14	0	0	0	0	0	0	0
129	3	14	0	0	0	0	0	0	0
130	4	14	0	0	0	0	0	0	0
131	5	14	0	0	0	0	0	0	0
132	6	14	0	0	0	0	0	0	0
133	7	14	0	0	0	0	0	0	0
134	8	14	0	0	0	0	0	0	0
135	0	15	0	0	0	0	0	0	0
136	1	15	0	0	0	0	0	0	0
137	2	15	0	0	0	0	0	0	0
138	3	15	0	0	0	0	0	0	0
139	4	15	0	0	0	0	0	0	0
140	5	15	0	0	0	0	0	0	0
141	6	15	0	0	0	0	0	0	0
142	7	15	0	0	0	0	0	0	0
143	8	15	0	0	0	0	0	0	0
144	0	16	0	0	0	0	0	0	0
145	1	16	0	0	0	0	0	0	0
146	2	16	0	0	0	0	0	0	0
147	3	16	0	0	0	0	0	0	0
148	4	16	0	0	0	0	0	0	0
149	5	16	0	0	0	0	0	0	0
150	6	16	0	0	0	0	0	0	0
151	7	16	0	0	0	0	0	0	0
152	8	16	0	0	0	0	0	0	0
153	0	17	0	0	0	0	0	0	0
154	1	17	0	0	0	0	0	0	0
155	2	17	0	0	0	0	0	0	0
156	3	17	0	0	0	0	0	0	0
157	4	17	0	0	0	0	0	0	0
158	5	17	0	0	0	0	0	0	0
159	6	17	0	0	0	0	0	0	0
160	7	17	0	0	0	0	0	0	0
161	8	17	0	0	0	0	0	0	0
162	0	18	0	0	0	0	0	0	0
163	1	18	0	0	0	0	0	0	0
164	2	18	0	0	0	0	0	0	0
165	3	18	0	0	0	0	0	0	0
166	4	18	0	0	0	0	0	0	0
167	5	18	0	0	0	0	0	0	0
168	6	18	0	0	0	0	0	0	0
169	7	18	0	0	0	0	0	0	0
170	8	18	0	0	0	0	0	0	0
171	0	19	0	0	0	0	0	0	0
172	1	19	0	0	0	0	0	0	0
173	2	19	0	0	0	0	0	0	0
174	3	19	0	0	0	0	0	0	0
175	4	19	0	0	0	0	0	0	0
176	5	19	0	0	0	0	0	0	0
177	6	19	0	0	0	0	0	0	0
178	7	19	0	0	0	0	0	0	0
179	8	19	0	0	0	0	0	0	0
180	0	20	0	0	0	0	0	0	0
181	1	20	0	0	0	0	0	0	0
182	2	20	0	0	0	0	0	0	0
183	3	20	0	0	0	0	0	0	0
184	4	20	0	0	0	0	0	0	0
185	5	20	0	0	0	0	0	0	0
186	6	20	0	0	0	0	0	0	0
187	7	20	0	0	0	0	0	0	0
188	8	20	0	0	0	0	0	0	0
189	0	21	0	0	0	0	0	0	0
190	1	21	0	0	0	0	0	0	0
191	2	21	0	0	0	0	0	0	0
192	3	21	0	0	0	0	0	0	0
193	4	21	0	0	0	0	0	0	0
194	5	21	0	0	0	0	0	0	0
195	6	21	0	0	0	0	0	0	0
196	7	21	0	0	0	0	0	0	0
197	8	21	0	0	0	0	0	0	0
198	0	22	0	0	0	0	0	0	0
199	1	22	0	0	0	0	0	0	0
200	2	22	0	0	0	0	0	0	0
201	3	22	0	0	0	0	0	0	0
202	4	22	0	0	0	0	0	0	0
203	5	22	0	0	0	0	0	0	0
204	6	22	0	0	0	0	0	0	0
205	7	22	0	0	0	0	0	0	0
206	8	22	0	0	0	0	0	0	0
207	0	23	0	0	0	0	0	0	0
208	1	23	0	0	0	0	0	0	0
209	2	23	0	0	0	0	0	0	0
210	3	23	0	0	0	0	0	0	0
211	4	23	0	0	0	0	0	0	0
212	5	23	0	0	0	0	0	0	0
213	6	23	0	0	0	0	0	0	0
214	7	23	0	0	0	0	0	0	0
215	8	23	0	0	0	0	0	0	0
216	0	24	0	0	0	0	0	0	0
217	1	24	0	0	0	0	0	0	0
218	2	24	0	0	0	0	0	0	0
219	3	24	0	0	0	0	0	0	0
220	4	24	0	0	0	0	0	0	0
221	5	24	0	0	0	0	0	0	0
222	6	24	0	0	0	0	0	0	0
223	7	24	0	0	0	0	0	0	0
224	8	24	0	0	0	0	0	0	0
225	0	25	0	0	0	0	0	0	0
226	1	25	0	0	0	0	0	0	0
227	2	25	0	0	0	0	0	0	0
228	3	25	0	0	0	0	0	0	0
229	4	25	0	0	0	0	0	0	0
230	5	25	0	0	0	0	0	0	0
231	6	25	0	0	0	0	0	0	0
232	7	25	0	0	0	0	0	0	0
233	8	25	0	0	0	0	0	0	0
234	0	26	0	0	0	0	0	0	0
235	1	26	0	0	0	0	0	0	0
236	2	26	0	0	0	0	0	0	0
237	3	26	0	0	0	0	0	0	0
238	4	26	0	0	0	0	0	0	0
239	5	26	0	0	0	0	0	0	0
240	6	26	0	0	0	0	0	0	0
241	7	26	0	0	0	0	0	0	0
242	8	26	0	0	0	0	0	0	0
243	0	27	0	0	0	0	0	0	0
244	1	27	0	0	0	0	0	0	0
245	2	27	0	0	0	0	0	0	0
246	3	27	0	0	0	0	0	0	0
247	4	27	0	0	0	0	0	0	0
248	5	27	0	0	0	0	0	0	0
249	6	27	0	0	0	0	0	0	0
250	7	27	0	0	0	0	0	0	0
251	8	27	0	0	0	0	0	0	0
252	0	28	0	0	0	0	0	0	0
253	1	28	0	0	0	0	0	0	0
254	2	28	0	0	0	0	0	0	0
255	3	28	0	0	0	0	0	0	0
256	4	28	0	0	0	0	0	0	0
257	5	28	0	0	0	0	0	0	0
258	6	28	0	0	0	0	0	0	0
259	7	28	0	0	0	0	0	0	0
260	8	28	0	0	0	0	0	0	0
261	0	29	0	0	0	0	0	0	0
262	1	29	0	0	0	0	0	0	0
263	2	29	0	0	0	0	0	0	0
264	3	29	0	0	0	0	0	0	0
265	4	29	0	0	0	0	0	0	0
266	5	29	0	0	0	0	0	0	0
267	6	29	0	0	0	0	0	0	0
268	7	29	0	0	0	0	0	0	0
269	8	29	0	0	0	0	0	0	0
270	0	30	0	0	0	0	0	0	0
271	1	30	0	0	0	0	0	0	0
272	2	30	0	0	0	0	0	0	0
273	3	30	0	0	0	0	0	0	0
274	4	30	0	0	0	0	0	0	0
275	5	30	0	0	0	0	0	0	0
276	6	30	0	0	0	0	0	0	0
277	7	30	0	0	0	0	0	0	0
278	8	30	0	0	0	0	0	0	0
279	0	31	0	0	0	0	0	0	0
280	1	31	0	0	0	0	0	0	0
281	2	31	0	0	0	0	0	0	0
282	3	31	0	0	0	0	0	0	0
283	4	31	0	0	0	0	0	0	0
284	5	31	0	0	0	0	0	0	0
285	6	31	0	0	0	0	0	0	0
286	7	31	0	0	0	0	0	0	0
287	8	31	0	0	0	0	0	0	0
288	0	32	0	0	0	0	0	0	0
289	1	32	0	0	0	0	0	0	0
290	2	32	0	0	0	0	0	0	0
291	3	32	0	0	0	0	0	0	0
292	4	32	0	0	0	0	0	0	0
293	5	32	0	0	0	0	0	0	0
294	6	32	0	0	0	0	0	0	0
295	7	32	0	0	0	0	0	0	0
296	8	32	0	0	0	0	0	0	0
297	0	33	0	0	0	0	0	0	0
298	1	33	0	0	0	0	0	0	0
299	2	33	0	0	0	0	0	0	0
300	3	33	0	0	0	0	0	0	0
301	4	33	0	0	0	0	0	0	0
302	5	33	0	0	0	0	0	0	0
303	6	33	0	0	0	0	0	0	0
304	7	33	0	0	0	0	0	0	0
305	8	33	0	0	0	0	0	0	0
306	0	34	0	0	0	0	0	0	0
307	1	34	0	0	0	0	0	0	0
308	2	34	0	0	0	0	0	0	0
309	3	34	0	0	0	0	0	0	0
310	4	34	0	0	0	0	0	0	0
311	5	34	0	0	0	0	0	0	0
312	6	34	0	0	0	0	0	0	0
313	7	34	0	0	0	0	0	0	0
314	8	34	0	0	0	0	0	0	0
315	0	35	0	0	0	0	0	0	0
316	1	35	0	0	0	0	0	0	0
317	2	35	0	0	0	0	0	0	0
318	3	35	0	0	0	0	0	0	0
319	4	35	0	0	0	0	0	0	0
320	5	35	0	0	0	0	0	0	0
321	6	35	0	0	0	0	0	0	0
322	7	35	0	0	0	0	0	0	0
323	8	35	0	0	0	0	0	0	0
324	0	36	0	0	0	0	0	0	0
325	1	36	0	0	0	0	0	0	0
326	2	36	0	0	0	0	0	0	0
327	3	36	0	0	0	0	0	0	0
328	4	36	0	0	0	0	0	0	0
329	5	36	0	0	0	0	0	0	0
330	6	36	0	0	0	0	0	0	0
331	7	36	0	0	0	0	0	0	0
332	8	36	0	0	0	0	0	0	0
333	0	37	0	0	0	0	0	0	0
334	1	37	0	0	0	0	0	0	0
335	2	37	0	0	0	0	0	0	0
336	3	37	0	0	0	0	0	0	0
337	4	37	0	0	0	0	0	0	0
338	5	37	0	0	0	0	0	0	0
339	6	37	0	0	0	0	0	0	0
340	7	37	0	0	0	0	0	0	0
341	8	37	0	0	0	0	0	0	0
342	0	38	0	0	0	0	0	0	0
343	1	38	0	0	0	0	0	0	0
344	2	38	0	0	0	0	0	0	0
345	3	38	0	0	0	0	0	0	0
346	4	38	0	0	0	0	0	0	0
347	5	38	0	0	0	0	0	0	0
348	6	38	0	0	0	0	0	0	0
349	7	38	0	0	0	0	0	0	0
350	8	38	0	0	0	0	0	0	0
351	0	39	0	0	0	0	0	0	0
352	1	39	0	0	0	0	0	0	0
353	2	39	0	0	0	0	0	0	0
354	3	39	0	0	0	0	0	0	0
355	4	39	0	0	0	0	0	0	0
356	5	39	0	0	0	0	0	0	0
357	6	39	0	0	0	0	0	0	0
358	7	39	0	0	0	0	0	0	0
359	8	39	0	0	0	0	0	0	0
360	0	40	0	0	0	0	0	0	0
361	1	40	0	0	0	0	0	0	0
362	2	40	0	0	0	0	0	0	0
363	3	40	0	0	0	0	0	0	0
364	4	40	0	0	0	0	0	0	0
365	5	40	0	0	0	0	0	0	0
366	6	40	0	0	0	0	0	0	0
367	7	40	0	0	0	0	0	0	0
368	8	40	0	0	0	0	0	0	0
369	0	41	0	0	0	0	0	0	0
370	1	41	0	0	0	0	0	0	0
371	2	41	0	0	0	0	0	0	0
372	3	41	0	0	0	0	0	0	0
373	4	41	0	0	0	0	0	0	0
374	5	41	0	0	0	0	0	0	0
375	6	41	0	0	0	0	0	0	0
376	7	41	0	0	0	0	0	0	0
377	8	41	0	0	0	0	0	0	0
378	0	42	0	0	0	0	0	0	0
379	1	42	0	0	0	0	0	0	0
380	2	42	0	0	0	0	0	0	0
381	3	42	0	0	0	0	0	0	0
382	4	42	0	0	0	0	0	0	0
383	5	42	0	0	0	0	0	0	0
384	6	42	0	0	0	0	0	0	0
385	7	42	0	0	0	0	0	0	0
386	8	42	0	0	0	0	0	0	0
387	0	43	0	0	0	0	0	0	0
388	1	43	0	0	0	0	0	0	0
389	2	43	0	0	0	0	0	0	0
390	3	43	0	0	0	0	0	0	0
391	4	43	0	0	0	0	0	0	0
392	5	43	0	0	0	0	0	0	0
393	6	43	0	0	0	0	0	0	0
394	7	43	0	0	0	0	0	0	0
395	8	43	0	0	0	0	0	0	0
396	0	44	0	0	0	0	0	0	0
397	1	44	0	0	0	0	0	0	0
398	2	44	0	0	0	0	0	0	0
399	3	44	0	0	0	0	0	0	0
400	4	44	0	0	0	0	0	0	0
401	5	44	0	0	0	0	0	0	0
402	6	44	0	0	0	0	0	0	0
403	7	44	0	0	0	0	0	0	0
404	8	44	0	0	0	0	0	0	0
405	0	45	0	0	0	0	0	0	0
406	1	45	0	0	0	0	0	0	0
407	2	45	0	0	0	0	0	0	0
408	3	45	0	0	0	0	0	0	0
409	4	45	0	0	0	0	0	0	0
410	5	45	0	0	0	0	0	0	0
411	6	45	0	0	0	0	0	0	0
412	7	45	0	0	0	0	0	0	0
413	8	45	0	0	0	0	0	0	0
414	0	46	0	0	0	0	0	0	0
415	1	46	0	0	0	0	0	0	0
416	2	46	0	0	0	0	0	0	0
417	3	46	0	0	0	0	0	0	0
418	4	46	0	0	0	0	0	0	0
419	5	46	0	0	0	0	0	0	0
420	6	46	0	0	0	0	0	0	0
421	7	46	0	0	0	0	0	0	0
422	8	46	0	0	0	0	0	0	0
423	0	47	0	0	0	0	0	0	0
424	1	47	0	0	0	0	0	0	0
425	2	47	0	0	0	0	0	0	0
426	3	47	0	0	0	0	0	0	0
427	4	47	0	0	0	0	0	0	0
428	5	47	0	0	0	0	0	0	0
429	6	47	0	0	0	0	0	0	0
430	7	47	0	0	0	0	0	0	0
431	8	47	0	0	0	0	0	0	0
432	0	48	0	0	0	0	0	0	0
433	1	48	0	0	0	0	0	0	0
434	2	48	0	0	0	0	0	0	0
435	3	48	0	0	0	0	0	0	0
436	4	48	0	0	0	0	0	0	0
437	5	48	0	0	0	0	0	0	0
438	6	48	0	0	0	0	0	0	0
439	7	48	0	0	0	0	0	0	0
440	8	48	0	0	0	0	0	0	0
441	0	49	0	0	0	0	0	0	0
442	1	49	0	0	0	0	0	0	0
443	2	49	0	0	0	0	0	0	0
444	3	49	0	0	0	0	0	0	0
445	4	49	0	0	0	0	0	0	0
446	5	49	0	0	0	0	0	0	0
447	6	49	0	0	0	0	0	0	0
448	7	49	0	0	0	0	0	0	0
449	8	49	0	0	0	0	0	0	0
450	0	50	0	0	0	0	0	0	0
451	1	50	0	0	0	0	0	0	0
452	2	50	0	0	0	0	0	0	0
453	3	50	0	0	0	0	0	0	0
454	4	50	0	0	0	0	0	0	0
455	5	50	0	0	0	0	0	0	0
456	6	50	0	0	0	0	0	0	0
457	7	50	0	0	0	0	0	0	0
458	8	50	0	0	0	0	0	0	0
459	0	51	0	0	0	0	0	0	0
460	1	51	0	0	0	0	0	0	0
461	2	51	0	0	0	0	0	0	0
462	3	51	0	0	0	0	0	0	0
463	4	51	0	0	0	0	0	0	0
464	5	51	0	0	0	0	0	0	0
465	6	51	0	0	0	0	0	0	0
466	7	51	0	0	0	0	0	0	0
467	8	51	0	0	0	0	0	0	0
468	0	52	0	0	0	0	0	0	0
469	1	52	0	0	0	0	0	0	0
470	2	52	0	0	0	0	0	0	0
471	3	52	0	0	0	0	0	0	0
472	4	52	0	0	0	0	0	0	0
473	5	52	0	0	0	0	0	0	0
474	6	52	0	0	0	0	0	0	0
475	7	52	0	0	0	0	0	0	0
476	8	52	0	0	0	0	0	0	0
477	0	53	0	0	0	0	0	0	0
478	1	53	0	0	0	0	0	0	0
479	2	53	0	0	0	0	0	0	0
480	3	53	0	0	0	0	0	0	0
481	4	53	0	0	0	0	0	0	0
482	5	53	0	0	0	0	0	0	0
483	6	53	0	0	0	0	0	0	0
484	7	53	0	0	0	0	0	0	0
485	8	53	0	0	0	0	0	0	0
486	0	54	0	0	0	0	0	0	0
487	1	54	0	0	0	0	0	0	0
488	2	54	0	0	0	0	0	0	0
489	3	54	0	0	0	0	0	0	0
490	4	54	0	0	0	0	0	0	0
491	5	54	0	0	0	0	0	0	0
492	6	54	0	0	0	0	0	0	0
493	7	54	0	0	0	0	0	0	0
494	8	54	0	0	0	0	0	0	0
495	0	55	0	0	0	0	0	0	0
496	1	55	0	0	0	0	0	0	0
497	2	55	0	0	0	0	0	0	0
498	3	55	0	0	0	0	0	0	0
499	4	55	0	0	0	0	0	0	0
500	5	55	0	0	0	0	0	0	0
501	6	55	0	0	0	0	0	0	0
502	7	55	0	0	0	0	0	0	0
503	8	55	0	0	0	0	0	0	0
504	0	56	0	0	0	0	0	0	0
505	1	56	0	0	0	0	0	0	0
506	2	56	0	0	0	0	0	0	0
507	3	56	0	0	0	0	0	0	0
508	4	56	0	0	0	0	0	0	0
509	5	56	0	0	0	0	0	0	0
510	6	56	0	0	0	0	0	0	0
511	7	56	0	0	0	0	0	0	0
512	8	56	0	0	0	0	0	0	0
513	0	57	0	0	0	0	0	0	0
514	1	57	0	0	0	0	0	0	0
515	2	57	0	0	0	0	0	0	0
516	3	57	0	0	0	0	0	0	0
517	4	57	0	0	0	0	0	0	0
518	5	57	0	0	0	0	0	0	0
519	6	57	0	0	0	0	0	0	0
520	7	57	0	0	0	0	0	0	0
521	8	57	0	0	0	0	0	0	0
522	0	58	0	0	0	0	0	0	0
523	1	58	0	0	0	0	0	0	0
524	2	58	0	0	0	0	0	0	0
525	3	58	0	0	0	0	0	0	0
526	4	58	0	0	0	0	0	0	0
527	5	58	0	0	0	0	0	0	0
528	6	58	0	0	0	0	0	0	0
529	7	58	0	0	0	0	0	0	0
530	8	58	0	0	0	0	0	0	0
531	0	59	0	0	0	0	0	0	0
532	1	59	0	0	0	0	0	0	0
533	2	59	0	0	0	0	0	0	0
534	3	59	0	0	0	0	0	0	0
535	4	59	0	0	0	0	0	0	0
536	5	59	0	0	0	0	0	0	0
537	6	59	0	0	0	0	0	0	0
538	7	59	0	0	0	0	0	0	0
539	8	59	0	0	0	0	0	0	0
540	0	60	0	0	0	0	0	0	0
541	1	60	0	0	0	0	0	0	0
542	2	60	0	0	0	0	0	0	0
543	3	60	0	0	0	0	0	0	0
544	4	60	0	0	0	0	0	0	0
545	5	60	0	0	0	0	0	0	0
546	6	60	0	0	0	0	0	0	0
547	7	60	0	0	0	0	0	0	0
548	8	60	0	0	0	0	0	0	0
549	0	61	0	0	0	0	0	0	0
550	1	61	0	0	0	0	0	0	0
551	2	61	0	0	0	0	0	0	0
552	3	61	0	0	0	0	0	0	0
553	4	61	0	0	0	0	0	0	0
554	5	61	0	0	0	0	0	0	0
555	6	61	0	0	0	0	0	0	0
556	7	61	0	0	0	0	0	0	0
557	8	61	0	0	0	0	0	0	0
558	0	62	0	0	0	0	0	0	0
559	1	62	0	0	0	0	0	0	0
560	2	62	0	0	0	0	0	0	0
561	3	62	0	0	0	0	0	0	0
562	4	62	0	0	0	0	0	0	0
563	5	62	0	0	0	0	0	0	0
564	6	62	0	0	0	0	0	0	0
565	7	62	0	0	0	0	0	0	0
566	8	62	0	0	0	0	0	0	0
567	0	63	0	0	0	0	0	0	0
568	1	63	0	0	0	0	0	0	0
569	2	63	0	0	0	0	0	0	0
570	3	63	0	0	0	0	0	0	0
571	4	63	0	0	0	0	0	0	0
572	5	63	0	0	0	0	0	0	0
573	6	63	0	0	0	0	0	0	0
574	7	63	0	0	0	0	0	0	0
575	8	63	0	0	0	0	0	0	0
576	0	64	0	0	0	0	0	0	0
577	1	64	0	0	0	0	0	0	0
578	2	64	0	0	0	0	0	0	0
579	3	64	0	0	0	0	0	0	0
580	4	64	0	0	0	0	0	0	0
581	5	64	0	0	0	0	0	0	0
582	6	64	0	0	0	0	0	0	0
583	7	64	0	0	0	0	0	0	0
584	8	64	0	0	0	0	0	0	0
585	0	65	0	0	0	0	0	0	0
586	1	65	0	0	0	0	0	0	0
587	2	65	0	0	0	0	0	0	0
588	3	65	0	0	0	0	0	0	0
589	4	65	0	0	0	0	0	0	0
590	5	65	0	0	0	0	0	0	0
591	6	65	0	0	0	0	0	0	0
592	7	65	0	0	0	0	0	0	0
593	8	65	0	0	0	0	0	0	0
594	0	66	0	0	0	0	0	0	0
595	1	66	0	0	0	0	0	0	0
596	2	66	0	0	0	0	0	0	0
597	3	66	0	0	0	0	0	0	0
598	4	66	0	0	0	0	0	0	0
599	5	66	0	0	0	0	0	0	0
600	6	66	0	0	0	0	0	0	0
601	7	66	0	0	0	0	0	0	0
602	8	66	0	0	0	0	0	0	0
603	0	67	0	0	0	0	0	0	0
604	1	67	0	0	0	0	0	0	0
605	2	67	0	0	0	0	0	0	0
606	3	67	0	0	0	0	0	0	0
607	4	67	0	0	0	0	0	0	0
608	5	67	0	0	0	0	0	0	0
609	6	67	0	0	0	0	0	0	0
610	7	67	0	0	0	0	0	0	0
611	8	67	0	0	0	0	0	0	0
612	0	68	0	0	0	0	0	0	0
613	1	68	0	0	0	0	0	0	0
614	2	68	0	0	0	0	0	0	0
615	3	68	0	0	0	0	0	0	0
616	4	68	0	0	0	0	0	0	0
617	5	68	0	0	0	0	0	0	0
618	6	68	0	0	0	0	0	0	0
619	7	68	0	0	0	0	0	0	0
620	8	68	0	0	0	0	0	0	0
621	0	69	0	0	0	0	0	0	0
622	1	69	0	0	0	0	0	0	0
623	2	69	0	0	0	0	0	0	0
624	3	69	0	0	0	0	0	0	0
625	4	69	0	0	0	0	0	0	0
626	5	69	0	0	0	0	0	0	0
627	6	69	0	0	0	0	0	0	0
628	7	69	0	0	0	0	0	0	0
629	8	69	0	0	0	0	0	0	0
630	0	70	0	0	0	0	0	0	0
631	1	70	0	0	0	0	0	0	0
632	2	70	0	0	0	0	0	0	0
633	3	70	0	0	0	0	0	0	0
634	4	70	0	0	0	0	0	0	0
635	5	70	0	0	0	0	0	0	0
636	6	70	0	0	0	0	0	0	0
637	7	70	0	0	0	0	0	0	0
638	8	70	0	0	0	0	0	0	0
639	0	71	0	0	0	0	0	0	0
640	1	71	0	0	0	0	0	0	0
641	2	71	0	0	0	0	0	0	0
642	3	71	0	0	0	0	0	0	0
643	4	71	0	0	0	0	0	0	0
644	5	71	0	0	0	0	0	0	0
645	6	71	0	0	0	0	0	0	0
646	7	71	0	0	0	0	0	0	0
647	8	71	0	0	0	0	0	0	0
648	0	72	0	0	0	0	0	0	0
649	1	72	0	0	0	0	0	0	0
650	2	72	0	0	0	0	0	0	0
651	3	72	0	0	0	0	0	0	0
652	4	72	0	0	0	0	0	0	0
653	5	72	0	0	0	0	0	0	0
654	6	72	0	0	0	0	0	0	0
655	7	72	0	0	0	0	0	0	0
656	8	72	0	0	0	0	0	0	0
657	0	73	0	0	0	0	0	0	0
658	1	73	0	0	0	0	0	0	0
659	2	73	0	0	0	0	0	0	0
660	3	73	0	0	0	0	0	0	0
661	4	73	0	0	0	0	0	0	0
662	5	73	0	0	0	0	0	0	0
663	6	73	0	0	0	0	0	0	0
664	7	73	0	0	0	0	0	0	0
665	8	73	0	0	0	0	0	0	0
666	0	74	0	0	0	0	0	0	0
667	1	74	0	0	0	0	0	0	0
668	2	74	0	0	0	0	0	0	0
669	3	74	0	0	0	0	0	0	0
670	4	74	0	0	0	0	0	0	0
671	5	74	0	0	0	0	0	0	0
672	6	74	0	0	0	0	0	0	0
673	7	74	0	0	0	0	0	0	0
674	8	74	0	0	0	0	0	0	0
675	0	75	0	0	0	0	0	0	0
676	1	75	0	0	0	0	0	0	0
677	2	75	0	0	0	0	0	0	0
678	3	75	0	0	0	0	0	0	0
679	4	75	0	0	0	0	0	0	0
680	5	75	0	0	0	0	0	0	0
681	6	75	0	0	0	0	0	0	0
682	7	75	0	0	0	0	0	0	0
683	8	75	0	0	0	0	0	0	0
684	0	76	0	0	0	0	0	0	0
685	1	76	0	0	0	0	0	0	0
686	2	76	0	0	0	0	0	0	0
687	3	76	0	0	0	0	0	0	0
688	4	76	0	0	0	0	0	0	0
689	5	76	0	0	0	0	0	0	0
690	6	76	0	0	0	0	0	0	0
